Item,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/12/06__18:00:34,9068, MOLT23B01659-001    , 1001-PFT910.00-346  , EXT NG 
3, 23/12/06__18:00:34,9068, MOLT23B01659-001    , 1002-PFT910.00-346  , EXT NG 
5, 23/12/06__18:00:34,9068, MOLT23B01659-001    , 1052-PFT910.00-346  ,1564
7, 23/12/06__18:00:34,9068, MOLT23B01659-001    , 1004-PFT910.00-346  ,1577
9, 23/12/06__18:00:34,9068, MOLT23B01659-001    , 1005-PFT910.00-346  ,1572
11, 23/12/06__18:00:34,9068, MOLT23B01659-001    , 1006-PFT910.00-346  ,1570
13, 23/12/06__18:00:34,9068, MOLT23B01659-001    , 1007-PFT910.00-346  ,1581
15, 23/12/06__18:00:34,9068, MOLT23B01659-001    , 1008-PFT910.00-346  ,1545
17, 23/12/06__18:00:34,9068, MOLT23B01659-001    , 1009-PFT910.00-346  ,1558
19, 23/12/06__18:00:34,9068, MOLT23B01659-001    , 1010-PFT910.00-346  ,1545
21, 23/12/06__18:00:34,9068, MOLT23B01659-001    , 1011-PFT910.00-346  ,1576
23, 23/12/06__18:00:34,9068, MOLT23B01659-001    , 1012-PFT910.00-346  ,1586
25, 23/12/06__18:00:34,9068, MOLT23B01659-001    , 1013-PFT910.00-346  ,1555
Qty Sum ,_,_,_,_ ,0
Item,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/12/06__18:03:14,9068, MOLT23B01659-004    , 1001-PFT910.00-346  ,1588
3, 23/12/06__18:03:14,9068, MOLT23B01659-004    , 1002-PFT910.00-346  ,1575
5, 23/12/06__18:03:14,9068, MOLT23B01659-004    , ,  
7, 23/12/06__18:03:14,9068, MOLT23B01659-004    , ,  
9, 23/12/06__18:03:14,9068, MOLT23B01659-004    , ,  
11, 23/12/06__18:03:14,9068, MOLT23B01659-004    , ,  
13, 23/12/06__18:03:14,9068, MOLT23B01659-004    , ,  
15, 23/12/06__18:03:14,9068, MOLT23B01659-004    , ,  
17, 23/12/06__18:03:14,9068, MOLT23B01659-004    , ,  
19, 23/12/06__18:03:14,9068, MOLT23B01659-004    , ,  
21, 23/12/06__18:03:14,9068, MOLT23B01659-004    , ,  
23, 23/12/06__18:03:14,9068, MOLT23B01659-004    , ,  
25, 23/12/06__18:03:14,9068, MOLT23B01659-004    , ,  
Qty Sum ,_,_,_,_ ,0
Item,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/12/06__18:12:31,9068, MOLT23B01659-014    , 1014-PFT910.00-346  ,1562
3, 23/12/06__18:12:31,9068, MOLT23B01659-014    , 1015-PFT910.00-346  ,1571
5, 23/12/06__18:12:31,9068, MOLT23B01659-014    , 1016-PFT910.00-346  ,1566
7, 23/12/06__18:12:31,9068, MOLT23B01659-014    , 1017-PFT910.00-346  ,1567
9, 23/12/06__18:12:31,9068, MOLT23B01659-014    , 1018-PFT910.00-346  ,1557
11, 23/12/06__18:12:31,9068, MOLT23B01659-014    , 1019-PFT910.00-346  ,1560
13, 23/12/06__18:12:31,9068, MOLT23B01659-014    , 1020-PFT910.00-346  ,1543
15, 23/12/06__18:12:31,9068, MOLT23B01659-014    , 1021-PFT910.00-346  ,1574
17, 23/12/06__18:12:31,9068, MOLT23B01659-014    , 1022-PFT910.00-346  ,1554
19, 23/12/06__18:12:31,9068, MOLT23B01659-014    , 1023-PFT910.00-346  ,1545
21, 23/12/06__18:12:31,9068, MOLT23B01659-014    , 1024-PFT910.00-346  ,1567
23, 23/12/06__18:12:31,9068, MOLT23B01659-014    , 1025-PFT910.00-346  ,1574
25, 23/12/06__18:12:31,9068, MOLT23B01659-014    , 1026-PFT910.00-346  ,1567
Qty Sum ,_,_,_,_ ,0
Item,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/12/06__18:21:28,4598, MOLT23B01659-014    , 1027-PFT910.00-346  ,1542
3, 23/12/06__18:21:28,4598, MOLT23B01659-014    , 1028-PFT910.00-346  ,1556
5, 23/12/06__18:21:28,4598, MOLT23B01659-014    , 1029-PFT910.00-346  ,1552
7, 23/12/06__18:21:28,4598, MOLT23B01659-014    , 1030-PFT910.00-346  ,1571
9, 23/12/06__18:21:28,4598, MOLT23B01659-014    , 1031-PFT910.00-346  ,1571
11, 23/12/06__18:21:28,4598, MOLT23B01659-014    , 1032-PFT910.00-346  ,1556
13, 23/12/06__18:21:28,4598, MOLT23B01659-014    , 1033-PFT910.00-346  ,1557
15, 23/12/06__18:21:28,4598, MOLT23B01659-014    , 1034-PFT910.00-346  ,1545
17, 23/12/06__18:21:28,4598, MOLT23B01659-014    , 1035-PFT910.00-346  ,1574
19, 23/12/06__18:21:28,4598, MOLT23B01659-014    , 1036-PFT910.00-346  ,1571
21, 23/12/06__18:21:28,4598, MOLT23B01659-014    , 1037-PFT910.00-346  ,1568
23, 23/12/06__18:21:28,4598, MOLT23B01659-014    , 1038-PFT910.00-346  ,1570
25, 23/12/06__18:21:28,4598, MOLT23B01659-014    , 1039-PFT910.00-346  ,1567
Qty Sum ,_,_,_,_ ,0
Item,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/12/06__18:29:59,4598, MOLT23B01659-014    , 1040-PFT910.00-346  ,1571
3, 23/12/06__18:29:59,4598, MOLT23B01659-014    , 1041-PFT910.00-346  ,1558
5, 23/12/06__18:29:59,4598, MOLT23B01659-014    , 1042-PFT910.00-346  ,1567
7, 23/12/06__18:29:59,4598, MOLT23B01659-014    , 1043-PFT910.00-346  ,1551
9, 23/12/06__18:29:59,4598, MOLT23B01659-014    , 1044-PFT910.00-346  ,1538
11, 23/12/06__18:29:59,4598, MOLT23B01659-014    , 1045-PFT910.00-346  ,1564
13, 23/12/06__18:29:59,4598, MOLT23B01659-014    , 1046-PFT910.00-346  ,1539
15, 23/12/06__18:29:59,4598, MOLT23B01659-014    , 1047-PFT910.00-346  ,1572
17, 23/12/06__18:29:59,4598, MOLT23B01659-014    , 1048-PFT910.00-346  ,1553
19, 23/12/06__18:29:59,4598, MOLT23B01659-014    , 1049-PFT910.00-346  ,1584
21, 23/12/06__18:29:59,4598, MOLT23B01659-014    , 1050-PFT910.00-346  ,1577
23, 23/12/06__18:29:59,4598, MOLT23B01659-014    , 1053-PFT910.00-346  ,286
25, 23/12/06__18:29:59,4598, MOLT23B01659-014    , 2001-PFT910.00-346  ,1554
